"","actv_ace","actv_cello","actv_gluco","actv_phos","Decom","PH","WSA","dissim","P","C","L","N","A","I","SU","FU","H","M","S","D","remark","Lv"
"192",0.0015225,0.000435,1.268895,1.56252,0.68227,5.67,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,"1",1
"193",0.0032625,NA,2.06799,2.10192,0.64745,5.61,0.521472393,0,0,0,0,0,0,0,0,0,0,0,1,0,"1",1
"194",0.0050025,0.0045675,1.44333,1.93401,0.67451,5.64,0.58125,0,0,0,0,0,0,1,0,0,0,0,0,0,"1",1
"195",NA,0.0058725,1.1049,1.50249,0.67136,5.74,0.695512821,0,0,0,0,0,0,0,0,0,1,0,0,0,"1",1
"196",0.0045675,0.0023925,1.267155,1.75392,0.58822,5.73,0.464163823,0,0,0,0,0,0,0,1,0,0,0,0,0,"1",1
"197",NA,NA,1.792635,2.10105,0.65513,6.89,0.348214286,0,0,0,0,0,0,0,0,0,0,0,1,0,"1",1
"198",0.002175,0.004785,1.74174,1.9401,0.67143,6.23,0.598130841,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",1
"199",0.002175,0.0110925,2.313765,1.84614,0.64997,6.75,0.498305085,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",1
"200",NA,NA,1.44246,1.715205,0.69554,5.56,0.653495441,0,0,0,0,0,0,0,0,0,1,0,0,0,"1",1
"201",NA,NA,0.85521,1.59645,0.68275,5.75,0.735973597,0,0,0,1,0,0,0,0,0,0,0,0,0,"1",1
"202",NA,NA,0.9744,1.438545,0.69335,5.66,0.626198083,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",1
"203",0.0023925,0.001305,1.00659,1.60341,0.62466,5.35,0.572327044,0,0,0,0,0,0,1,0,0,0,0,0,0,"1",1
"204",NA,0.003915,0,0.008265,0.69494,6.69,0.304985337,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",1
"205",0.000435,0.0023925,0.006525,NA,0.6649,5.68,0.586092715,0,0,0,0,0,0,0,0,0,0,0,1,0,"1",1
"206",0.0045675,0.0023925,0.426735,NA,0.61261,5.7,0.810897436,0,0,0,0,0,0,0,0,0,1,0,0,0,"1",1
"207",NA,0.0019575,NA,0.02088,0.63787,5.78,0.752321981,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",1
"208",NA,0.003045,0.00348,0.012615,0.68252,5.82,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,"1",1
"209",0.0002175,0.0032625,0.006525,0.013485,0.67464,5.65,0.59025788,0,0,0,0,0,1,0,0,0,0,0,0,0,"1",1
"210",NA,NA,NA,NA,0.64712,6.57,0.416666667,0,0,0,0,0,0,0,0,0,0,0,0,1,"1",1
"211",0.00087,0,NA,0.00348,0.6565,5.69,0.549839228,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",1
"212",NA,NA,NA,NA,0.71047,5.74,0.745980707,0,0,0,0,0,0,0,0,1,0,0,0,0,"1",1
"213",0.0032625,0.0045675,0.00522,0.00783,0.67624,5.65,0.587662338,0,0,1,0,0,0,0,0,0,0,0,0,0,"1",1
"214",0.00174,0.005655,0,NA,0.67,5.6,0.590909091,0,0,0,0,0,1,0,0,0,0,0,0,0,"1",1
"215",NA,0.0054375,NA,NA,0.68253,5.79,0.493377483,0,0,0,0,1,0,0,0,0,0,0,0,0,"1",1
"216",NA,0,NA,0.01131,NA,5.53,0.568181818,0,0,0,0,0,0,1,0,0,0,0,0,0,"1",1
"217",0.00261,0.3464775,1.26498,1.388085,0.67391,5.8,0.461290323,0.456523719878649,1,1,0,0,0,0,0,0,0,0,0,0,"2",2
"218",0.0036975,0.344955,1.17015,NA,0.62834,5.92,0.665680473,0.507604847805223,0,0,0,0,0,1,0,0,0,0,0,1,"2",2
"219",0.00087,0.68034,2.52474,1.748265,0.62106,6.59,0.334328358,1,0,1,0,0,0,0,0,0,0,0,1,0,"2",2
"220",0.003915,0.4978575,1.801335,1.980555,0.63213,6.83,0.408227848,0.482637742236031,0,0,0,0,0,0,1,0,0,0,1,0,"2",2
"221",NA,0.3899775,1.483785,1.57296,0.63238,6.65,0.501519757,0.797970224185536,0,0,1,0,0,0,0,0,0,0,1,0,"2",2
"222",NA,0.3495225,1.05009,2.04972,0.63881,6.59,0.396875,0.738188318633707,0,0,0,0,0,1,0,0,0,0,1,0,"2",2
"223",0.0010875,0.1246275,0.754725,1.28934,0.64571,5.83,0.506451613,0.0936297131038575,0,1,0,0,1,0,0,0,0,0,0,0,"2",2
"224",NA,0.1376775,0.718185,1.399395,0.67185,5.75,0.536666667,0.376067182038773,0,0,0,0,1,0,1,0,0,0,0,0,"2",2
"225",0.279705,0.1389825,0.849555,1.110555,0.69442,5.7,0.598615917,0.275517196427105,0,0,1,0,0,0,0,1,0,0,0,0,"2",2
"226",0.3051525,0.230985,1.161885,1.4268,0.66271,5.69,0.498392283,0.258238104402353,0,1,0,0,0,0,0,1,0,0,0,0,"2",2
"227",0.398895,0.28971,0.990495,1.41114,0.68863,5.59,0.479233227,0.337140795154458,1,0,0,0,0,0,0,0,1,0,0,0,"2",2
"228",1.7641425,0.4965525,2.12106,1.472475,0.67873,6.7,0.425531915,0.634726534390629,0,0,0,0,0,0,1,0,0,0,0,1,"2",2
"229",1.13796,0.427605,1.234965,1.507275,NA,6.54,0.433224756,0.575795125024106,0,0,1,0,0,0,0,0,0,0,0,1,"2",2
"230",0.35148,0.34713,1.33023,1.77306,0.61973,5.93,0.633633634,0.147102193159013,0,0,0,1,1,0,0,0,0,0,0,0,"2",2
"231",1.471605,0.48372,1.71042,1.142745,0.69459,6.7,0.516025641,0.612957057246436,0,0,0,0,1,0,0,0,0,0,0,1,"2",2
"232",1.3269675,1.3987425,4.781085,2.121495,0.55604,6.96,0.487012987,0.675497102769515,0,0,0,0,0,0,0,0,0,0,1,1,"2",2
"233",0.3199425,0.3403875,1.01442,1.332405,0.6298,5.41,0.598039216,0.294303424228935,0,0,0,0,0,0,0,0,1,1,0,0,"2",2
"234",0.5439675,0.40368,1.15623,1.53555,0.63165,6.73,0.428571429,0.512011540086614,0,0,0,0,0,0,0,0,0,1,1,0,"2",2
"235",0.325815,0.3582225,1.074015,1.456815,0.59485,5.48,0.554878049,0.0855619211425345,0,0,0,0,1,1,0,0,0,0,0,0,"2",2
"236",0.2981925,0.177045,0.987885,1.303695,0.66106,5.7,0.546075085,0.119324121720707,0,0,0,0,0,0,1,0,0,1,0,0,"2",2
"237",0.1607325,0.0741675,0.89784,0.958305,0.66857,5.41,0.647230321,0.223210542153667,0,0,0,0,0,1,0,0,0,1,0,0,"2",2
"238",0.3656175,0.176175,0.89958,1.532505,0.60446,5.7,0.517684887,0.242797821265056,1,0,1,0,0,0,0,0,0,0,0,0,"2",2
"239",0.3373425,0.298845,1.10229,1.38591,0.6752,5.59,0.54313099,0.373784241435339,0,0,0,0,0,0,0,1,1,0,0,0,"2",2
"240",1.420275,0.3534375,1.637775,1.41636,0.65338,6.49,0.302702703,0.586250272144812,0,1,0,0,0,0,0,0,0,0,0,1,"2",2
"241",0.3564825,0.277095,0.83085,1.370685,0.67267,5.48,0.548387097,0.117222882732469,0,0,0,0,0,1,0,0,1,0,0,0,"2",2
"242",0.2986275,0.261,1.242795,1.369815,0.67869,5.73,0.573248408,0,0,0,1,0,1,0,0,0,0,0,0,0,"2",2
"243",0.4243425,0.3312525,1.46508,1.375035,0.65126,5.7,0.471571906,0.462394121179908,0,1,0,0,0,0,0,0,0,1,0,0,"2",2
"244",0.394545,0.3878025,1.35894,1.32675,0.65696,5.88,0.553398058,0.273189213301935,1,0,0,1,0,0,0,0,0,0,0,0,"2",2
"245",0.4339125,0.32886,1.13622,1.137525,0.6617,5.87,0.466666667,0.427248347363085,0,0,0,0,0,0,1,0,1,0,0,0,"2",2
"246",0.37845,0.3799725,1.174065,1.194075,0.67441,5.7,0.540983607,0.0764997221408024,0,0,1,0,0,1,0,0,0,0,0,0,"2",2
"247",0.8515125,0.3325575,1.37895,1.469865,0.64739,6.6,0.436923077,0.624189994302998,0,0,0,0,0,0,0,0,0,1,0,1,"2",2
"248",0.374535,0.3408225,1.269765,1.43028,0.62054,5.65,0.689655172,0.158135237359753,0,1,0,1,0,0,0,0,0,0,0,0,"2",2
"249",0.6870825,0.3760575,1.45812,1.50162,0.63941,6.75,0.466237942,0.765336618916358,0,0,0,0,0,0,0,0,1,0,1,0,"2",2
"250",0.712095,0.5143875,2.07408,2.271135,0.64407,6.53,0.535483871,0.751637826240442,0,0,0,1,0,0,0,0,0,0,1,0,"2",2
"251",0,NA,1.174065,1.67214,NA,5.6,0.454545455,0.0699146672557495,1,0,0,0,0,0,0,0,0,1,0,0,"2",2
"252",0.0054375,0.0102225,1.112295,1.62255,0.65267,6.41,0.480825959,0.273298790162569,1,0,0,0,1,0,0,0,0,0,0,0,"2",2
"253",0.00174,0.0028275,1.08663,1.39722,0.68107,5.7,0.475504323,0.229617973847959,1,0,0,0,0,1,0,0,0,0,0,0,"2",2
"254",0.00174,NA,2.22633,1.90878,0.67922,6.65,0.525083612,0.486842477641903,0,0,0,1,0,0,0,0,0,0,0,1,"2",2
"255",NA,0.0015225,0.68034,1.759575,0.62052,5.56,0.576791809,0.332152308364452,0,1,0,0,0,0,0,0,1,0,0,0,"2",2
"256",NA,0.0023925,2.140635,1.472475,0.70808,6.76,0.441176471,0.658920800919536,0,0,0,0,0,0,0,1,0,0,0,1,"2",2
"257",NA,NA,0.625095,1.377645,0.70083,5.62,0.599369085,0.236765590625775,0,0,0,0,1,0,0,0,1,0,0,0,"2",2
"258",0.0002175,0.0010875,0.010005,NA,0.60199,5.64,0.591591592,0.287549113232699,0,0,0,0,1,0,0,1,0,0,0,0,"2",2
"259",0.0006525,0.0019575,NA,NA,0.64636,6.61,0.4,0.523357236803766,0,0,0,0,0,0,0,0,1,0,0,1,"2",2
"260",NA,0.00348,NA,0.014355,0.67542,5.65,0.608974359,0.192891164299262,0,0,1,0,0,0,0,0,1,0,0,0,"2",2
"261",NA,0.002175,NA,NA,0.67243,5.81,0.540716612,0.127514238812605,1,0,0,0,0,0,1,0,0,0,0,0,"2",2
"262",NA,0.0032625,NA,0.00522,0.65905,5.78,0.697674419,0.259319956296988,0,0,0,0,0,1,1,0,0,0,0,0,"2",2
"263",0.002175,NA,NA,0.00348,0.63373,5.7,0.554179567,0.199422720427798,0,0,0,1,0,0,0,0,1,0,0,0,"2",2
"264",0.0006525,0.3543075,1.018335,0.510255,0.68991,5.82,0.579470199,0.256983796185723,1,0,1,0,1,1,0,1,0,0,0,0,"5",5
"265",0.00174,0.5056875,1.684755,1.49901,0.61825,6.33,0.630363036,0.605391208412428,0,1,1,0,1,1,0,0,0,0,1,0,"5",5
"266",0.0010875,0.2707875,0.874785,1.488135,0.48086,6.09,0.620578778,0.353912015103436,1,0,0,0,1,1,0,1,1,0,0,0,"5",5
"267",0.0050025,0.465885,1.33284,1.572525,0.71693,6.05,0.587692308,0.240927532804141,0,1,1,1,0,0,0,1,1,0,0,0,"5",5
"268",0.00435,0.313635,1.27194,1.52337,0.68607,5.93,0.659163987,0.396752628845218,0,0,0,1,1,1,1,1,0,0,0,0,"5",5
"269",0.0010875,0.60813,1.629945,NA,0.59307,6.74,0.471471471,0.903984304984051,1,1,0,1,0,0,0,0,0,0,1,1,"5",5
"270",NA,0.2372925,0.958305,1.58688,0.6495,5.78,0.540983607,0.174327219138642,1,0,1,0,0,1,1,0,0,1,0,0,"5",5
"271",0.00522,0.308415,0.924375,1.86876,0.64626,6.92,0.544303797,0.812175716849356,0,0,1,0,1,0,1,1,0,0,1,0,"5",5
"272",0.00783,0.53331,2.218065,1.948365,0.50572,6.98,0.463722397,0.954470926927841,0,0,0,1,1,0,0,1,0,0,1,1,"5",5
"273",0.0050025,1.222785,3.59049,2.419035,0.60997,7,0.426332288,0.783091866670551,1,0,0,0,0,0,0,0,1,1,1,1,"5",5
"274",1.9433625,0.45588,2.61087,1.129695,0.68423,6.31,0.593103448,0.452662888716433,0,1,1,0,0,1,0,0,1,0,0,1,"5",5
"275",0.546795,0.303195,1.485525,1.84875,0.63241,6.73,0.451298701,0.577073477138843,0,0,1,0,1,1,0,0,1,0,1,0,"5",5
"276",0.37236,0.269265,1.663005,1.533375,0.64224,5.82,0.565625,0,0,1,1,1,1,1,0,0,0,0,0,0,"5",5
"277",0.3216825,0.42891,1.461165,1.632555,0.64818,5.99,0.568389058,0.138725288556756,0,1,1,1,1,0,0,0,0,1,0,0,"5",5
"278",1.1338275,1.50771,5.35746,2.339865,0.59068,6.87,0.495238095,0.797572702321035,0,0,1,1,1,0,0,0,0,0,1,1,"5",5
"279",0.27318,0.1890075,1.06401,1.132305,0.62446,5.83,0.726415094,0.450279368631052,1,1,0,0,0,1,0,1,0,1,0,0,"5",5
"280",2.2113225,0.634665,2.73702,1.224525,0.69763,6.41,0.372670807,0.650335404006744,1,1,0,0,0,0,1,0,0,1,0,1,"5",5
"281",0.3543075,0.35322,1.040085,1.194075,0.65759,5.84,0.515822785,0.434938625882879,0,1,0,0,1,0,1,0,1,1,0,0,"5",5
"282",0.658155,0.37062,1.679535,1.509015,0.65752,6.56,NA,0.727545473994006,0,0,0,1,1,0,1,0,1,0,1,0,"5",5
"283",0.9137175,0.4434825,1.75566,1.49118,0.66115,6.36,0.398753894,0.830801613223697,0,0,1,0,0,1,1,0,0,0,1,1,"5",5
"284",1.252365,0.8262825,3.336015,2.025795,0.6006,6.64,0.412979351,0.836879723096909,0,0,0,0,0,1,1,0,1,0,1,1,"5",5
"285",0.406725,0.3290775,1.207995,1.21191,0.65696,5.59,0.7090301,0.341541241349337,1,1,1,0,0,0,0,0,1,1,0,0,"5",5
"286",0.9841875,0.353655,1.324575,1.73478,0.67497,6.9,0.611650485,0.706622108852893,1,0,0,0,0,1,0,1,0,1,1,0,"5",5
"287",1.3517625,0.5243925,2.19153,1.33023,0.68454,6.6,0.46223565,0.589628568720335,0,1,1,0,0,0,0,0,1,1,0,1,"5",5
"288",0.665985,0.34713,1.26759,1.55208,0.65281,6.39,0.32807571,0.774988836013131,1,1,0,0,1,0,0,0,1,0,1,0,"5",5
"289",0.3138525,0.30537,0.970485,0.767775,0.63336,5.76,0.4875,0.237988581944369,1,1,1,0,1,0,0,0,0,1,0,0,"5",5
"290",0.3251625,0.2203275,1.0179,1.32762,0.64772,5.46,0.565217391,0.435563157024118,0,0,0,0,1,1,1,1,0,1,0,0,"5",5
"291",0.29493,0.32451,1.18407,1.59819,0.66356,5.82,0.483180428,0.266641722292031,0,1,0,1,0,1,0,0,1,1,0,0,"5",5
"292",2.81793,0.838245,3.27816,1.641255,0.70782,6.32,0.417177914,0.765338347370006,0,0,0,0,0,0,1,1,1,1,0,1,"5",5
"293",1.214955,0.43761,1.71912,1.3224,0.68186,6.56,0.448275862,0.721279331030182,1,1,0,0,0,0,1,0,1,0,0,1,"5",5
"294",0.4861125,0.32712,1.392,1.787415,0.69315,6.93,0.394230769,0.659549828778089,1,0,0,0,0,0,1,1,0,1,1,0,"5",5
"295",0.6474975,0.2820975,1.18407,1.933575,0.6257,6.58,0.516233766,0.80554292662453,0,0,1,0,0,1,1,1,0,0,1,0,"5",5
"296",2.829675,1.31979,4.74237,1.24845,0.77354,6.65,0.474522293,0.596321576659425,1,1,1,0,0,0,0,0,1,0,0,1,"5",5
"297",1.294125,1.1873325,4.6371,2.133675,NA,6.98,0.421052632,1,0,0,0,0,1,0,0,1,0,1,1,1,"5",5
"298",0.66903,0.2825325,1.13535,1.85745,0.63621,6.71,0.439739414,0.739912560518069,1,0,0,0,0,0,0,1,1,1,1,0,"5",5
"299",1.169715,0.40368,1.285425,1.761315,0.6519,6.87,0.415902141,0.770981237712866,0,0,1,0,0,0,1,1,0,1,1,0,"5",5
"300",0.003045,0.00348,3.171585,1.937055,0.72088,6.84,NA,0.642523027897848,1,0,0,0,0,1,0,1,1,0,0,1,"5",5
"301",0.0010875,0.00261,1.83222,2.020575,0.6276,6.61,0.388704319,0.744499049413087,1,1,0,0,0,1,0,0,1,0,1,0,"5",5
"302",0.0071775,0.014355,4.5327,2.31159,0.54261,6.93,0.359872611,0.95724617359139,0,1,0,0,1,0,0,0,0,1,1,1,"5",5
"303",0.0015225,0.02871,3.93066,2.219805,0.58367,7.12,0.592105263,0.752855654475886,1,0,0,0,0,1,1,0,0,0,1,1,"5",5
"304",0.0015225,0.0010875,2.31072,1.604715,0.64401,6.66,0.374603175,0.45484503563083,0,1,1,0,1,0,0,0,1,0,0,1,"5",5
"305",NA,NA,1.729125,1.637775,0.63126,6.52,0.434659091,0.53559794972278,1,1,0,0,1,1,0,0,0,0,0,1,"5",5
"306",0.0067425,0.0023925,1.131,2.254605,0.63299,6.22,0.37254902,0.737938949646513,0,1,0,1,0,1,1,0,0,0,1,0,"5",5
"307",NA,0.002175,1.07097,1.63038,0.63024,6.06,0.470914127,0.503977377815611,1,0,0,0,1,1,0,0,1,0,0,1,"5",5
"308",0.0023925,NA,1.020945,1.17015,0.68522,5.73,0.586956522,0.338070476417093,0,1,0,0,1,1,1,0,1,0,0,0,"5",5
"309",0,0,1.196685,1.133175,0.6752,5.98,0.503246753,0.150291871098492,1,1,1,1,1,0,0,0,0,0,0,0,"5",5
"310",0.0010875,0.0032625,0.967005,1.3311,0.70288,5.68,0.487421384,0.402262538873168,1,1,1,0,0,0,0,1,1,0,0,0,"5",5
"311",NA,NA,1.14927,1.315005,0.67572,5.76,0.680645161,0.333379989027043,0,1,1,0,1,0,1,0,1,0,0,0,"5",5
"312",NA,0.0023925,NA,0.008265,0.71777,6.69,0.4,0.668957639261,0,0,1,1,0,0,1,1,0,0,0,1,"5",5
"313",0.0028275,0.00174,NA,NA,0.7068,6.65,0.541528239,0.363462339400735,0,0,1,1,0,1,0,0,1,0,0,1,"5",5
"314",0.0019575,0.497205,1.742175,1.79046,0.5962,6.46,0.36746988,0.485090353314462,1,1,1,1,1,0,1,0,0,1,1,0,"8",8
"315",NA,0.366705,1.527285,1.385475,0.63042,6.78,0.46969697,0.623767303527651,0,0,1,0,1,1,1,1,1,1,1,0,"8",8
"316",0.0032625,0.4304325,1.44681,1.586445,0.65999,6.93,0.543973941,0.593245671593073,1,0,1,0,0,1,1,1,1,1,1,0,"8",8
"317",0.0145725,0.3129825,1.70781,1.506405,0.60961,6.69,0.48013245,0.667827381331782,1,1,0,1,0,1,0,1,1,1,1,0,"8",8
"318",0.00348,0.4156425,1.086195,1.49814,0.6608,5.92,0.534124629,0.209442247648907,0,1,1,1,0,1,1,1,1,1,0,0,"8",8
"319",0.003045,0.338865,0.886095,1.20495,0.6291,5.94,0.52,0,0,1,1,1,1,1,1,0,1,1,0,0,"8",8
"320",NA,0.4395675,0.88914,1.31544,0.66033,5.63,0.566775244,0.0702325481352829,1,1,1,1,0,1,1,0,1,1,0,0,"8",8
"321",0.0158775,1.084455,3.729255,2.294625,0.52921,6.8,0.417956656,1,1,1,0,0,1,0,1,1,0,1,1,1,"8",8
"322",NA,0.23316,0.63423,1.895295,0.50681,7.02,0.592261905,0.83147141078193,0,0,1,0,1,1,0,1,1,1,1,1,"8",8
"323",0.37497,0.0957,1.747395,1.30674,0.59704,5.93,0.47440273,0.153081204385804,1,0,1,1,0,1,1,1,1,1,0,0,"8",8
"324",1.6965,0.4678425,2.012745,1.02138,0.66996,6.55,0.526984127,0.75196612100132,1,1,0,1,1,1,0,0,0,1,1,1,"8",8
"325",0.62553,0.2551275,0.95613,1.408965,0.68571,6.61,0.541666667,0.644079512169815,1,1,0,1,0,0,1,1,1,1,0,1,"8",8
"326",1.8315675,1.02747,4.203405,2.34726,0.6002,6.84,0.404388715,0.988668891995229,1,1,0,0,1,1,1,1,0,0,1,1,"8",8
"327",1.23279,0.5343975,2.36205,1.550775,0.63471,6.61,0.400611621,0.752049264688303,0,0,1,1,1,0,1,0,1,1,1,1,"8",8
"328",1.7610975,1.1107725,4.528785,2.18109,0.5691,6.98,0.420886076,0.937836115818437,1,0,0,0,1,0,1,1,1,1,1,1,"8",8
"329",1.001805,0.6853425,3.121125,2.037105,0.58245,6.84,0.380952381,0.792865046272229,0,1,1,1,0,1,1,0,1,0,1,1,"8",8
"330",1.321965,0.344955,1.803945,1.395045,0.59489,6.42,0.545741325,0.610265887936734,0,1,0,1,1,0,1,1,1,1,0,1,"8",8
"331",1.169715,0.8415075,3.685755,1.732605,0.5734,6.74,0.480519481,0.757675005221095,1,1,1,1,1,0,0,0,1,0,1,1,"8",8
"332",2.0703825,0.585945,2.084955,1.24932,0.70691,6.37,0.426512968,0.590144491365655,1,1,0,0,1,1,1,1,0,1,0,1,"8",8
"333",0.9554775,0.70644,2.733105,1.74609,0.56876,6.79,0.327044025,0.828601223718165,0,1,0,1,1,1,1,0,1,0,1,1,"8",8
"334",0.4726275,0.4269525,1.92618,1.345455,0.70912,5.7,0.534810127,0.181316369280463,1,1,1,1,1,0,1,1,0,1,0,0,"8",8
"335",1.56078,1.321095,4.619265,1.88529,0.57401,6.96,0.604501608,0.903919176770436,1,0,1,0,0,1,1,1,1,0,1,1,"8",8
"336",0.9002325,0.45414,1.58427,1.58688,0.61281,6.67,0.420529801,0.539275301979645,1,1,1,0,0,1,1,0,1,1,1,0,"8",8
"337",0.47589,0.3699675,1.225395,1.74609,0.62275,6.41,0.342105263,0.332042251141765,1,0,1,1,1,1,1,0,0,1,1,0,"8",8
"338",0.84042,0.54375,2.895795,1.56513,0.51535,6.52,0.398713826,0.866051406194798,1,1,0,0,1,1,1,0,1,0,1,1,"8",8
"339",2.1682575,1.1464425,4.57359,1.741305,0.48991,6.76,0.369127517,0.90207889643072,1,1,1,0,1,0,0,1,0,1,1,1,"8",8
"340",0.39585,0.3160275,1.1745,1.66779,0.67789,5.93,0.653846154,0.15060994988548,1,1,0,1,1,1,0,1,1,1,0,0,"8",8
"341",1.231485,0.490245,1.68606,1.50945,0.65155,6.25,0.60472973,0.386561733444332,1,1,1,1,0,1,0,1,1,0,0,1,"8",8
"342",3.0012825,1.59819,5.149965,1.55991,0.70232,6.71,0.501587302,0.423975056838976,1,0,1,1,1,1,1,1,0,0,0,1,"8",8
"343",0.7236225,0.48633,2.02536,1.86528,0.53056,6.3,0.378548896,0.840505672119665,0,1,1,0,0,1,1,0,1,1,1,1,"8",8
"344",1.7015025,0.545055,2.424255,1.530765,NA,6.56,0.422077922,0.306725213409578,0,1,1,1,1,1,1,0,0,1,0,1,"8",8
"345",0.5526675,0.3134175,1.491615,2.05494,0.64356,6.57,0.340836013,0.341787046038082,1,0,1,1,1,1,0,0,1,1,1,0,"8",8
"346",1.3748175,0.4674075,2.118015,1.78002,0.67914,6.37,0.537704918,0.642914372588526,1,1,1,0,0,0,1,1,1,1,0,1,"8",8
"347",0.96744,0.4552275,1.80612,1.850925,0.67882,6.61,0.582781457,0.695799964326177,0,1,0,1,1,1,1,1,0,1,1,0,"8",8
"348",0.508515,0.5191725,1.994475,1.75566,0.63645,6.61,0.508143322,0.525990574977932,0,1,1,1,0,1,1,0,1,1,1,0,"8",8
"349",0.0028275,NA,1.850055,1.7574,NA,6.61,0.513353116,0.660453072161731,1,1,1,1,0,0,1,1,0,1,1,0,"8",8
"350",NA,0.0087,6.41451,3.228135,0.54302,6.81,0.404907975,0.952333376956991,1,1,0,1,0,0,0,1,1,1,1,1,"8",8
"351",0.00261,NA,1.82091,2.131935,0.64389,6.71,0.489361702,0.544148670531551,1,0,1,1,1,0,0,1,1,1,1,0,"8",8
"352",0.011745,0.0145725,2.036235,2.014485,0.64217,6.67,1.441666667,0.667147526733363,0,1,1,0,1,1,1,1,0,1,1,0,"8",8
"353",0.010005,0.00435,5.77419,3.073275,0.55172,6.61,0.361290323,0.958743466640132,0,1,1,1,0,0,1,1,0,1,1,1,"8",8
"354",NA,NA,3.29469,1.67562,0.4242,6.89,0.45482866,0.734014444947019,1,1,1,0,1,1,0,0,0,1,1,1,"8",8
"355",0.0028275,NA,2.57085,1.28499,0.69796,6.68,0.58496732,0.584625535724632,1,1,1,0,0,1,1,1,1,0,0,1,"8",8
"356",0.0015225,0.0045675,2.59695,1.690845,NA,6.76,0.425925926,0.988008209493701,1,1,0,1,1,0,1,1,0,0,1,1,"8",8
"357",NA,0.003915,4.471365,2.345955,0.57641,6.83,0.382716049,0.824164660116995,1,0,1,0,1,1,0,1,1,0,1,1,"8",8
"358",0.0280575,NA,2.40381,1.926615,0.54612,6.87,0.342019544,0.758286388901917,1,0,1,1,1,0,1,0,1,0,1,1,"8",8
"359",0.0986,NA,3.047175,1.152315,0.66073,6.61,0.493506494,0.496885232546487,1,1,1,1,1,0,1,1,0,0,0,1,"8",8
"360",0.00522,0.0132675,NA,0.027405,0.70866,6.87,0.431746032,0.4924834554968,1,0,1,0,1,1,1,1,1,0,0,1,"8",8
"361",0.0045675,0.0050025,0.00348,0.02436,0.53247,6.87,0.424148607,0.825757581139768,1,0,1,1,1,0,0,1,1,0,1,1,"8",8
"362",0.004785,0.00348,0.003915,0.00609,0.495,6.78,0.473509934,0.76856840602962,0,1,1,1,0,1,1,0,0,1,1,1,"8",8
"363",0.0010875,0.00348,0.00783,0.00783,0.54193,6.44,0.388059701,0.945617529166168,0,1,0,0,1,1,0,1,1,1,1,1,"8",8
